libName	subtype.pam50	subtype.pam50_proba_Basal	subtype.pam50_proba_Her2	subtype.pam50_proba_LumA	subtype.pam50_proba_LumB	subtype.pam50_proba_Normal
TCGA.AO.A0JM.01A	LumA	0	0	0.68041958041958	0	0.31958041958042
TCGA.BH.A1EO.01A	LumA	0	0	0.562848668879317	0	0.437151331120684
TCGA.B6.A0RP.01A	LumA	0	0	0.51198318149965	0.175893482831114	0.312123335669236
TCGA.GM.A2DH.01A	Basal	0.87588300904697	0	0	0	0.12411699095303
TCGA.BH.A42V.01A	LumB	0	0	0.383290816326531	0.616709183673469	0
TCGA.AO.A0JG.01A	LumB	0	0	0.451594057753297	0.548405942246703	0
TCGA.C8.A8HQ.01A	LumA	0	0	0.612583250673091	0.361485050304662	0.0259316990222474
TCGA.BH.A8G0.01A	Basal	0.85031185031185	0.106659106659107	0	0.043029043029043	0
TCGA.A2.A4RY.01A	Her2	0.0297409262350832	0.645334817288073	0	0.324924256476844	0
TCGA.D8.A1XO.01A	Basal	0.828936588563002	0.117373969086242	0	0.0536894423507565	0
TCGA.C8.A273.01A	LumB	0	0	0.188612407119406	0.811387592880594	0
TCGA.A2.A0CK.01A	LumB	0	0.277055103884372	0	0.722944896115628	0
TCGA.B6.A0X7.01A	LumB	0	0.272046147725766	0	0.727953852274234	0
TCGA.A7.A3IY.01A	LumB	0	0	0.35411877394636	0.64588122605364	0
TCGA.E9.A1RC.01A	LumA	0	0	0.766355702678303	0.187360818537466	0.0462834787842311
TCGA.B6.A0I1.01A	LumA	0	0	0.646887761415666	0.353112238584334	0
TCGA.EW.A1IW.01A	LumA	0	0	0.575780610454918	0.424219389545082	0
TCGA.A7.A13G.01A	Her2	0.0349855607631492	0.626473512285187	0	0.338540926951664	0
TCGA.E2.A1L9.01A	Basal	1	0	0	0	0
TCGA.LL.A5YP.01A	LumA	0	0	0.52907252330542	0.47092747669458	0
TCGA.A8.A08O.01A	LumB	0	0.042604838034653	0.366702937976061	0.590692223989286	0
TCGA.AC.A3QP.01A	LumB	0	0.21468457591307	0	0.78531542408693	0
TCGA.AR.A251.01A	LumB	0	0.227084062609391	0.0724608691303696	0.700455068260239	0
TCGA.A7.A13E.01A	Normal	0	0	0.469323352414502	0	0.530676647585498
TCGA.HN.A2NL.01A	LumB	0	0.141382732385048	0.308766126364539	0.549851141250414	0
TCGA.AC.A8OR.01A	Basal	0.599469917837265	0.23731778425656	0	0.163212297906175	0
TCGA.V7.A7HQ.01A	LumA	0	0	0.707067632556158	0.14737931454313	0.145553052900712
TCGA.E2.A56Z.01A	LumB	0	0.329811946902655	0	0.670188053097345	0
TCGA.E2.A1IU.01A	LumA	0	0	0.80290442418102	0.181357649442756	0.0157379263762242
TCGA.E9.A1R6.01A	LumB	0	0.0756006171478951	0.113070310778047	0.811329072074058	0
TCGA.LL.A440.01A	Basal	0.457546967026353	0.348437298482438	0	0.194015734491208	0
TCGA.BH.A0DH.01A	LumA	0	0	0.570029108822212	0.429970891177788	0
TCGA.AR.A24X.01A	LumB	0	0.492340854889011	0	0.507659145110989	0
TCGA.D8.A1XY.01A	LumB	0	0.0224348177592131	0.456309371420872	0.521255810819915	0
TCGA.D8.A1XJ.01A	Basal	1	0	0	0	0
TCGA.A2.A1FV.01A	LumB	0	0.0532129866630742	0.188198841438771	0.758588171898154	0
TCGA.B6.A0RV.01A	Basal	1	0	0	0	0
TCGA.OK.A5Q2.01A	LumA	0	0.0637997331868477	0.471709958408538	0.464490308404614	0
TCGA.E2.A570.01A	Basal	0.971853837471783	0	0	0	0.0281461625282167
TCGA.E2.A1LA.01A	LumB	0	0.20440275947601	0.303929927912565	0.491667312611425	0
TCGA.C8.A1HF.01A	LumB	0	0.398854256498706	0	0.601145743501294	0
TCGA.S3.AA0Z.01A	LumB	0	0.32035175879397	0	0.67964824120603	0
TCGA.AR.A0TU.01A	Her2	0	0.658665887460344	0	0.341334112539656	0
TCGA.BH.A0HI.01A	LumB	0	0	0.317244471010161	0.682755528989839	0
TCGA.C8.A1HJ.01A	Basal	0.784347516044687	0.215652483955313	0	0	0
TCGA.BH.A5IZ.01A	LumB	0	0.340437714721975	0	0.659562285278025	0
TCGA.LL.A8F5.01A	LumB	0	0	0.299955985915493	0.700044014084507	0
TCGA.E9.A54X.01A	Basal	1	0	0	0	0
TCGA.D8.A1JM.01A	LumB	0	0.271085807238715	0.239853599023994	0.489060593737292	0
TCGA.AO.A0JB.01A	LumB	0	0.0477657935285054	0.0682020922877301	0.884032114183764	0
TCGA.E2.A1LS.01A	LumA	0	0	0.68543511879657	0.31456488120343	0
TCGA.D8.A1XM.01A	LumA	0	0	0.615859129654554	0	0.384140870345446
TCGA.A7.A2KD.01A	LumB	0	0.0320978456571677	0.239585273483579	0.728316880859254	0
TCGA.S3.AA14.01A	Her2	0	0.362263875720225	0.303478958500474	0.334257165779301	0
TCGA.LL.A6FQ.01A	LumB	0	0.152195756250369	0.419232815178202	0.428571428571429	0
TCGA.AR.A1AP.01A	LumB	0	0.122524457170126	0	0.877475542829874	0
TCGA.AO.A03U.01B	LumA	0	0	0.72253829321663	0.0310722100656455	0.246389496717724
TCGA.BH.A1EY.01A	LumB	0	0.218809821057012	0.0387016229712859	0.742488555971702	0
TCGA.AR.A5QN.01A	LumB	0	0.0950235836557316	0.438867984524882	0.466108431819386	0
TCGA.C8.A3M7.01A	Basal	0.687855229633501	0.203371006728948	0	0.108773763637551	0
TCGA.AC.A3QQ.01A	LumB	0	0	0	1	0
TCGA.B6.A0RE.01A	LumB	0	0.0851329847692657	0	0.914867015230734	0
TCGA.GM.A3XN.01A	LumB	0.0696554836768467	0.353091620279825	0	0.577252896043328	0
TCGA.AC.A5XU.01A	LumB	0	0.0323613798625475	0.335290585173817	0.632348034963635	0
TCGA.D8.A1XK.01A	LumB	0	0.282761599210267	0	0.717238400789733	0
TCGA.AC.A7VC.01A	LumA	0	0	0.757031493607733	0.0296227003429997	0.213345806049267
TCGA.S3.AA12.01A	LumA	0	0.0635392400996064	0.681741505341795	0.254719254558599	0
TCGA.BH.A0AU.01A	LumB	0	0.316886402983087	0	0.683113597016913	0
TCGA.A7.A13F.01A	LumB	0	0.0634111929769556	0	0.936588807023044	0
TCGA.A2.A3KC.01A	LumB	0	0.0861652860217859	0.352292740199596	0.561541973778619	0
TCGA.AO.A0JE.01A	LumB	0	0.144249008449733	0	0.855750991550267	0
TCGA.D8.A1Y1.01A	LumB	0	0	0.412846481876333	0.587153518123667	0
TCGA.EW.A1P3.01A	LumB	0	0	0.450742950742951	0.549257049257049	0
TCGA.OL.A6VO.01A	LumB	0	0	0.46983278745044	0.53016721254956	0
TCGA.EW.A1OX.01A	LumB	0	0.114991241453354	0.398316098773803	0.486692659772843	0
TCGA.EW.A1IY.01A	LumA	0	0	0.680800688764529	0.319199311235471	0
TCGA.E2.A14U.01A	LumB	0	0.218826325169978	0.0617202455607631	0.719453429269259	0
TCGA.BH.A0E1.01A	LumB	0	0.49742128121607	0	0.50257871878393	0
TCGA.A1.A0SJ.01A	LumB	0	0.0685234593609683	0.166265373853062	0.76521116678597	0
TCGA.A7.A4SA.01A	LumA	0	0	0.869353560511717	0.107438016528926	0.023208422959357
TCGA.OL.A66O.01A	Basal	0.954058104680655	0.0459418953193452	0	0	0
TCGA.E9.A244.01A	Her2	0	0.584331550802139	0	0.415668449197861	0
TCGA.E2.A573.01A	LumB	0	0.151169817836485	0.387205387205387	0.461624794958128	0
TCGA.E2.A1LK.01A	LumA	0	0	0.770422970052485	0.1497375733251	0.0798394566224143
TCGA.OL.A5RV.01A	Her2	0	0.518473320989732	0	0.481526679010268	0
TCGA.LL.A5YL.01A	Her2	0	0.550154035736291	0	0.449845964263709	0
TCGA.BH.A1EV.01A	LumB	0	0.0102389078498294	0.397800530906333	0.591960561243838	0
TCGA.BH.A0AZ.01A	LumB	0	0.463503949967084	0	0.536496050032916	0
